,Architecture,BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,CPU op-mode(s),CPU(s),CloudProvider,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,InstanceCategory,InstanceType,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type
1021,x86_64,5600.38,Little Endian,2800.190,Intel Cascade Lake,6,,,"32-bit, 64-bit",48,GCP,12,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highcpu-48,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,2,"0-11,24-35","12-23,36-47",,,,,,,,,,,0-47,2,7,2,GenuineIntel,,full
1022,x86_64,5600.50,Little Endian,2800.250,Intel Cascade Lake,6,,,"32-bit, 64-bit",64,GCP,16,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highcpu-64,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,2,"0-15,32-47","16-31,48-63",,,,,,,,,,,0-63,2,7,2,GenuineIntel,,full
1023,x86_64,5600.51,Little Endian,2800.258,Intel Cascade Lake,6,,,"32-bit, 64-bit",8,GCP,4,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highcpu-8,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,1,0-7,,,,,,,,,,,,0-7,1,7,2,GenuineIntel,,full
1024,x86_64,5600.50,Little Endian,2800.252,Intel Cascade Lake,6,,,"32-bit, 64-bit",80,GCP,20,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highcpu-80,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,2,"0-19,40-59","20-39,60-79",,,,,,,,,,,0-79,2,7,2,GenuineIntel,,full
1025,x86_64,5200.03,Little Endian,2600.018,Intel Ice Lake,6,,,"32-bit, 64-bit",96,GCP,24,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid md_clear arch_capabilities,KVM,n2,n2-highcpu-96,48K,32K,1280K,55296K,,106,Intel(R) Xeon(R) CPU @ 2.60GHz,2,"0-23,48-71","24-47,72-95",,,,,,,,,,,0-95,2,6,2,GenuineIntel,,full
1026,x86_64,5200.02,Little Endian,2600.014,Intel Ice Lake,6,,,"32-bit, 64-bit",128,GCP,32,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid md_clear arch_capabilities,KVM,n2,n2-highmem-128,48K,32K,1280K,55296K,,106,Intel(R) Xeon(R) CPU @ 2.60GHz,2,"0-31,64-95","32-63,96-127",,,,,,,,,,,0-127,2,6,2,GenuineIntel,,full
1027,x86_64,5600.51,Little Endian,2800.256,Intel Cascade Lake,6,,,"32-bit, 64-bit",16,GCP,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highmem-16,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,1,0-15,,,,,,,,,,,,0-15,1,7,2,GenuineIntel,,full
1028,x86_64,5600.38,Little Endian,2800.192,Intel Cascade Lake,6,,,"32-bit, 64-bit",2,GCP,1,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highmem-2,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,1,"0,1",,,,,,,,,,,,"0,1",1,7,2,GenuineIntel,,full
1029,x86_64,5600.46,Little Endian,2800.230,Intel Cascade Lake,6,,,"32-bit, 64-bit",32,GCP,8,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highmem-32,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,2,"0-7,16-23","8-15,24-31",,,,,,,,,,,0-31,2,7,2,GenuineIntel,,full
1030,x86_64,5600.40,Little Endian,2800.202,Intel Cascade Lake,6,,,"32-bit, 64-bit",4,GCP,2,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highmem-4,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,1,0-3,,,,,,,,,,,,0-3,1,7,2,GenuineIntel,,full
1031,x86_64,5600.42,Little Endian,2800.212,Intel Cascade Lake,6,,,"32-bit, 64-bit",48,GCP,12,,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves arat avx512_vnni md_clear arch_capabilities,KVM,n2,n2-highmem-48,32K,32K,1024K,33792K,,85,Intel(R) Xeon(R) CPU @ 2.80GHz,2,"0-11,24-35","12-23,36-47",,,,,,,,,,,0-47,2,7,2,GenuineIntel,,full
