,CloudProvider,Architecture,InstanceCategory,InstanceType,GCPCategory,AzureCategory,Coremark Score,Normalized Coremark,CPU(s),BogoMIPS,Byte Order,CPU MHz,CPU Platform,CPU family,CPU max MHz,CPU min MHz,Core(s) per socket,Current Speed,Flags,Hypervisor vendor,L1d cache,L1i cache,L2 cache,L3 cache,Max Speed,Model,Model name,NUMA node(s),NUMA node0 CPU(s),NUMA node1 CPU(s),NUMA node10 CPU(s),NUMA node11 CPU(s),NUMA node2 CPU(s),NUMA node3 CPU(s),NUMA node4 CPU(s),NUMA node5 CPU(s),NUMA node6 CPU(s),NUMA node7 CPU(s),NUMA node8 CPU(s),NUMA node9 CPU(s),On-line CPU(s) list,Socket(s),Stepping,Thread(s) per core,Vendor ID,Virtualization,Virtualization type,Memory(GiB),StdDev,StdDev%,#Runs,CPU Platform simple,CPU Platform Specific,Standard Deviation (%),Sample Count,CPU op-mode(s)_bit#1,CPU op-mode(s)_bit#2,AzureType,AzureVersion
,AWS,x86_64,r5d,r5d.16xlarge,0,_,920686.6788,30.34890189,64,4999.99,Little Endian,3099.055,0,6,0,0,16,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,32,32,1024,36608,3500,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,2,"0-15,32-47","16-31,48-63",0,0,0,0,0,0,0,0,0,0,0-63,2,7,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_E64ds_v5,0,StandardEds_v5,1060197,30.35813074,64,5586.87,Little Endian,1938.322,0,6,2800,800,16,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,48,32,1280,49152,0,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,0-31,32-63,0,0,0,0,0,0,0,0,0,0,0-63,2,6,2,GenuineIntel,VT-x,full,503.9,"13,810",1.30%,42,0,0,0,0,32,64,StandardEds,v5
,AZURE,x86_64,Standard,Standard_D64d_v5,0,StandardDd_v5,1061317,30.3902013,64,5586.87,Little Endian,2756.624,0,6,2800,800,16,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,48,32,1280,49152,0,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,0-31,32-63,0,0,0,0,0,0,0,0,0,0,0-63,2,6,2,GenuineIntel,VT-x,full,251.9,"11,637",1.10%,42,0,0,0,0,32,64,StandardDd,v5
,AWS,x86_64,r5a,r5a.16xlarge,0,_,809068.3073,30.3966963,64,4399.98,Little Endian,2541.878,0,23,0,0,32,2200,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,32,64,512,8192,3000,1,AMD EPYC 7571,4,"0-7,32-39","8-15,40-47",0,0,"16-23,48-55","24-31,56-63",0,0,0,0,0,0,0-63,1,2,2,AuthenticAMD,0,full,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_D64ds_v5,0,StandardDds_v5,1061667,30.39761209,64,5586.87,Little Endian,2270.491,0,6,2800,800,16,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,48,32,1280,49152,0,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,0-31,32-63,0,0,0,0,0,0,0,0,0,0,0-63,2,6,2,GenuineIntel,VT-x,full,251.9,"10,151",0.96%,35,0,0,0,0,32,64,StandardDds,v5
,AZURE,x86_64,Standard,Standard_E64d_v5,0,StandardEd_v5,1062425,30.41844418,64,5586.87,Little Endian,2825.897,0,6,2800,800,16,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology tsc_reliable nonstop_tsc cpuid aperfmperf pni pclmulqdq vmx ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single tpr_shadow vnmi ept vpid ept_ad fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves avx512vbmi umip avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg avx512_vpopcntdq rdpid arch_capabilities,Microsoft,48,32,1280,49152,0,106,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,0-31,32-63,0,0,0,0,0,0,0,0,0,0,0-63,2,6,2,GenuineIntel,VT-x,full,503.9,"13,190",1.24%,49,0,0,0,0,32,64,StandardEd,v5
,AWS,x86_64,r5dn,r5dn.16xlarge,0,_,936128.7177,30.42730375,64,4999.99,Little Endian,3201.147,0,6,0,0,16,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,32,32,1024,36608,3500,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,2,"0-15,32-47","16-31,48-63",0,0,0,0,0,0,0,0,0,0,0-63,2,7,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,r5ad,r5ad.16xlarge,0,_,810331.7296,30.45766861,64,4399,Little Endian,2546.905,0,23,0,0,32,2200,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,32,64,512,8192,3000,1,AMD EPYC 7571,4,"0-7,32-39","8-15,40-47",0,0,"16-23,48-55","24-31,56-63",0,0,0,0,0,0,0-63,1,2,2,AuthenticAMD,0,full,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_E64as_v5,0,StandardEas_v5,1186352,30.48259205,64,4890.85,Little Endian,2605.211,0,25,0,0,32,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,32,32,512,32768,0,1,AMD EPYC 7763 64-Core Processor,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,1,2,AuthenticAMD,AMD-V,full,503.7,"19,335",1.63%,35,0,0,0,0,32,64,StandardEas,v5
,AWS,x86_64,m5,m5.16xlarge,0,_,920730.8301,30.50995061,64,4999.99,Little Endian,3129.761,0,6,0,0,16,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 hle avx2 smep bmi2 erms invpcid rtm mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke,KVM,32,32,1024,33792,3500,85,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,2,"0-15,32-47","16-31,48-63",0,0,0,0,0,0,0,0,0,0,0-63,2,4,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,r5n,r5n.16xlarge,0,_,919672.3667,30.54845045,64,4999.99,Little Endian,3100.224,0,6,0,0,16,2500,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single pti fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid mpx avx512f avx512dq rdseed adx smap clflushopt clwb avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves ida arat pku ospke avx512_vnni,KVM,32,32,1024,36608,3500,85,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,2,"0-15,32-47","16-31,48-63",0,0,0,0,0,0,0,0,0,0,0-63,2,7,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,m6idn,m6idn.16xlarge,0,_,1096500.621,30.57180794,64,5799.92,Little Endian,1244.996,0,6,0,0,32,2900,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,48,32,1280,55296,3500,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,6,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,m6i,m6i.16xlarge,0,_,1096453.658,30.58968648,64,5800.02,Little Endian,1285.034,0,6,0,0,32,2900,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,48,32,1280,55296,3500,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,6,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,c6id,c6id.16xlarge,0,_,1099325.804,30.60935286,64,5800.01,Little Endian,1178.697,0,6,0,0,32,2900,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,48,32,1280,55296,3500,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,6,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,r6idn,r6idn.16xlarge,0,_,1099420.228,30.61198196,64,5799.85,Little Endian,1080.516,0,6,0,0,32,2900,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,48,32,1280,55296,3500,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,6,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,m5ad,m5ad.16xlarge,0,_,815355.8689,30.65194496,64,4400,Little Endian,2522.484,0,23,0,0,32,2200,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid amd_dcm aperfmperf tsc_known_freq pni pclmulqdq ssse3 fma cx16 sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy cr8_legacy abm sse4a misalignsse 3dnowprefetch topoext perfctr_core vmmcall fsgsbase bmi1 avx2 smep bmi2 rdseed adx smap clflushopt sha_ni xsaveopt xsavec xgetbv1 clzero xsaveerptr arat npt nrip_save,KVM,32,64,512,8192,3000,1,AMD EPYC 7571,4,"0-7,32-39","8-15,40-47",0,0,"16-23,48-55","24-31,56-63",0,0,0,0,0,0,0-63,1,2,2,AuthenticAMD,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,r6id,r6id.16xlarge,0,_,1101406.875,30.65628361,64,5799.92,Little Endian,1184.331,0,6,0,0,32,2900,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,48,32,1280,55296,3500,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,6,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AWS,x86_64,i4i,i4i.16xlarge,0,_,1101501.657,30.6850824,64,5799.96,Little Endian,989.245,0,6,0,0,32,2900,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,48,32,1280,55296,3500,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,6,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
,AZURE,x86_64,Standard,Standard_D64ads_v5,0,StandardDads_v5,1195169,30.70913949,64,4890.85,Little Endian,2548.801,0,25,0,0,32,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,32,32,512,32768,0,1,AMD EPYC 7763 64-Core Processor,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,1,2,AuthenticAMD,AMD-V,full,251.7,"16,506",1.38%,35,0,0,0,0,32,64,StandardDads,v5
,AZURE,x86_64,Standard,Standard_E64ads_v5,0,StandardEads_v5,1195479,30.71473717,64,4890.85,Little Endian,2460.773,0,25,0,0,32,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,32,32,512,32768,0,1,AMD EPYC 7763 64-Core Processor,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,1,2,AuthenticAMD,AMD-V,full,503.7,"15,280",1.28%,35,0,0,0,0,32,64,StandardEads,v5
,AZURE,x86_64,Standard,Standard_D64as_v5,0,StandardDas_v5,1195829,30.76562299,64,4890.86,Little Endian,2795.409,0,25,0,0,32,0,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl tsc_reliable nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq ssse3 fma cx16 pcid sse4_1 sse4_2 movbe popcnt aes xsave avx f16c rdrand hypervisor lahf_lm cmp_legacy svm cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw topoext invpcid_single vmmcall fsgsbase bmi1 avx2 smep bmi2 invpcid rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves clzero xsaveerptr arat npt nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold v_vmsave_vmload umip vaes vpclmulqdq rdpid,Microsoft,32,32,512,32768,0,1,AMD EPYC 7763 64-Core Processor,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,1,2,AuthenticAMD,AMD-V,full,251.7,"16,444",1.38%,35,0,0,0,0,32,64,StandardDas,v5
,AWS,x86_64,c6in,c6in.16xlarge,0,_,1106692.028,30.79508905,64,5799.87,Little Endian,1076.614,0,6,0,0,32,2900,fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ss ht syscall nx pdpe1gb rdtscp lm constant_tsc arch_perfmon rep_good nopl xtopology nonstop_tsc cpuid aperfmperf tsc_known_freq pni pclmulqdq monitor ssse3 fma cx16 pcid sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand hypervisor lahf_lm abm 3dnowprefetch invpcid_single ssbd ibrs ibpb stibp ibrs_enhanced fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves wbnoinvd ida arat avx512vbmi pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear flush_l1d arch_capabilities,KVM,48,32,1280,55296,3500,106,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,1,0-63,0,0,0,0,0,0,0,0,0,0,0,0-63,1,6,2,GenuineIntel,0,full,0,0,0,0,0,0,0,0,32,64,,
